Student ID,Gender,Age,School,math_score,reading_score,writing_score,class_performance
828,Female,17,B,96,93,87,A
829,Male,18,B,69,94,68,C
830,Male,21,D,37,99,44,D
831,Male,17,D,90,89,87,B
832,Female,21,D,69,31,90,D
833,Female,18,B,65,51,36,F
834,Female,18,B,,42,44,F
835,Male,17,D,82,89,41,C
836,Male,19,A,79,77,29,D
837,Male,21,E,61,97,92,B
838,Male,20,E,41,36,94,F
839,Male,18,E,42,86,,D
840,Male,21,C,48,85,38,F
841,Female,18,C,63,26,65,F
842,Female,21,D,81,38,97,C
843,Female,17,A,84,75,49,D
844,Male,17,A,40,26,85,F
845,Male,17,B,94,54,77,C
846,Male,20,C,61,51,91,D
847,Female,17,C,58,76,64,D
848,Male,20,D,,42,59,D
849,Female,20,B,92,75,80,B
850,Male,20,A,40,33,75,F
851,Male,19,A,73,26,28,F
852,Male,19,B,29,64,51,F
853,Female,20,E,84,36,49,F
854,Female,18,E,87,69,37,D
855,Female,21,C,68,92,85,B
856,Female,21,B,55,46,32,F
857,Female,19,B,32,43,38,F
858,Male,20,C,75,76,59,C
859,Female,20,C,29,,42,F
860,Male,20,A,97,72,58,C
861,Male,17,C,66,88,47,D
862,Female,20,E,68,65,42,F
863,Female,19,C,53,39,86,F
864,Male,20,E,64,53,41,F
865,Male,18,A,55,55,,D
866,Female,19,E,76,39,66,D
867,Male,21,D,57,45,87,D
868,Male,19,E,73,71,51,D
869,Female,17,B,84,39,79,D
870,Male,17,D,49,48,,F
871,Female,20,C,80,71,55,D
872,Female,20,B,47,64,75,D
873,Female,17,E,42,80,46,F
874,Male,20,B,69,87,55,C
875,Male,21,B,63,50,99,C
876,Male,18,A,27,,86,F
877,Female,19,A,72,,34,F
878,Female,18,E,35,67,50,F
879,Female,18,C,87,46,35,F
880,Male,21,E,88,49,86,C
881,Male,21,E,42,86,99,C
882,Male,20,D,67,83,70,C
883,Male,17,B,31,37,97,F
884,Male,19,C,78,37,82,D
885,Female,21,A,79,51,31,F
886,Female,17,A,44,100,33,F
887,Female,19,A,36,33,97,F
888,Male,21,D,45,96,100,B
889,Female,20,D,42,33,74,F
890,Female,17,E,85,37,86,D
891,Female,19,B,50,47,58,F
892,Male,18,A,81,69,99,B
893,Female,21,A,32,97,32,F
894,Male,18,D,79,65,78,C
895,Male,17,B,97,78,29,D
896,Male,17,B,78,37,70,D
897,Female,17,A,33,25,,F
898,Female,19,C,,36,71,D
899,Male,19,C,29,52,77,F
900,Male,20,B,61,51,35,F
901,Female,17,B,46,30,72,F
902,Female,19,E,75,75,56,D
903,Female,17,C,89,45,44,F
904,Male,19,E,27,82,26,F
905,Male,18,C,75,39,60,F
906,Female,17,A,97,64,45,D
907,Female,17,D,3,93,43,C
908,Male,19,B,26,54,39,F
909,Male,17,A,92,94,42,C
910,Female,17,A,88,74,98,B
911,Female,19,C,87,81,41,D
912,Female,21,D,90,90,92,A
913,Male,19,A,44,52,,F
914,Male,17,D,68,55,91,C
915,Female,21,D,58,51,,D
916,Male,21,B,63,81,49,D
917,Male,21,C,27,,92,D
918,Female,17,D,59,39,40,F
919,Female,18,A,82,50,43,F
920,Female,18,B,56,55,88,D
921,Male,17,A,,52,59,F
922,Male,18,A,66,88,72,C
923,Female,18,D,25,97,57,F
924,Male,17,B,98,59,37,D
925,Female,17,B,71,81,96,B
926,Male,19,C,8,99,70,D
927,Male,19,C,85,99,44,C
928,Male,18,A,49,84,100,C
929,Male,18,B,,63,33,F
930,Female,20,C,80,31,25,F
931,Female,18,A,32,60,71,F
932,Male,19,E,83,44,69,D
933,Male,19,A,64,48,85,D
934,Male,18,B,25,,54,F
935,Female,17,A,70,72,27,F
936,Female,17,D,86,89,94,B
937,Female,20,A,83,29,85,D
938,Female,20,B,28,,82,F
939,Female,19,E,58,75,33,F
940,Male,20,C,84,97,50,C
941,Male,18,E,58,80,69,D
942,Male,19,C,44,75,68,D
943,Female,17,D,77,60,50,D
944,Male,17,D,74,70,,D
945,Female,17,A,78,10,95,D
946,Female,18,E,94,89,92,A
947,Female,20,D,41,78,94,C
948,Male,21,D,95,62,85,B
949,Male,19,B,58,72,90,C
950,Female,19,D,90,53,57,D
951,Male,19,D,83,40,38,F
952,Male,20,C,94,48,69,C
953,Female,17,B,100,46,50,D
954,Female,18,C,67,77,58,D
955,Female,20,A,57,75,,F
956,Female,21,E,89,59,45,D
957,Male,20,E,66,58,68,D
958,Female,18,C,72,59,75,D
959,Male,19,A,73,77,87,C
960,Female,19,C,65,74,31,F
961,Male,18,A,67,55,42,F
962,Male,20,D,48,85,78,C
963,Female,17,E,35,80,88,D
964,Female,17,A,100,26,79,D
965,Male,19,A,48,58,59,F
966,Male,17,B,97,91,35,C
967,Female,20,E,96,99,63,B
968,Female,17,D,42,,98,D
969,Female,18,B,53,68,29,F
970,Male,19,B,38,48,77,F
971,Female,19,B,38,85,49,F
972,Male,18,A,66,73,96,C
973,Female,21,A,,56,60,F
974,Female,20,D,95,40,36,F
975,Male,18,E,35,91,95,C
976,Male,20,D,48,66,72,D
977,Male,21,B,,97,61,D
978,Male,20,A,12,90,92,A
979,Female,21,D,57,42,100,D
980,Male,21,E,88,70,93,B
981,Female,20,D,15,74,73,C
982,Female,17,C,68,95,41,D
983,Female,19,B,53,37,96,D
984,Male,20,D,81,62,63,D
985,Male,21,C,70,69,57,D
986,Male,17,A,68,97,48,C
987,Female,19,E,59,27,81,F
988,Male,21,D,50,43,67,F
989,Female,19,B,38,93,87,C
990,Female,17,C,58,74,48,D
991,Male,21,D,57,95,63,C
992,Female,19,E,97,,68,B
993,Male,19,A,46,43,74,F
994,Female,21,A,100,78,,C
995,Male,21,E,91,72,65,C
996,Female,19,C,90,74,98,B
997,Male,17,D,62,82,65,D
998,Male,20,D,92,68,95,B
999,Female,17,E,38,100,59,D
1000,Female,17,C,75,85,38,D
1001,Female,20,B,,56,46,F
1002,Male,19,C,43,92,95,C
1003,Male,19,E,35,60,58,F
1004,Female,18,A,44,63,44,F
1005,Female,18,C,87,61,32,D
1006,Female,21,E,,53,43,F
1007,Male,19,D,85,,66,D
1008,Female,19,E,93,90,26,D
1009,Male,19,B,90,92,50,C
1010,Male,17,C,47,40,67,F
1011,Female,21,E,71,35,65,F
1012,Male,21,C,44,,39,F
1013,Female,18,B,68,56,93,C
1014,Female,20,A,93,63,99,B
1015,Female,19,B,51,88,61,D
1016,Female,21,A,82,83,29,D
1017,Male,18,B,,74,61,C
1018,Male,20,C,72,84,44,D
1019,Male,17,A,87,36,94,C
1020,Male,19,E,46,46,67,F
1021,Female,19,C,29,91,57,F
1022,Male,20,B,,26,61,F
1023,Female,21,D,62,33,97,D
1024,Male,17,B,41,27,58,F
1025,Female,18,B,82,59,63,D
1026,Female,17,C,81,95,50,C
1027,Male,17,C,74,99,97,A
1028,Male,17,E,39,69,55,F
1029,Female,19,C,,70,54,C
1030,Female,20,A,88,100,68,B
1031,Female,20,E,44,97,,D
1032,Male,21,C,97,81,97,A
1033,Female,20,E,72,91,79,B
1034,Female,21,B,82,70,72,C
1035,Male,19,D,38,93,57,D
1036,Female,20,B,57,79,48,D
1037,Male,17,B,71,31,95,D
1038,Female,19,A,35,54,82,F
1039,Female,19,A,46,48,83,F
1040,Female,18,B,98,94,70,B
1041,Male,20,B,96,26,40,F
1042,Male,21,A,44,53,17,F
1043,Male,20,E,41,33,81,F
1044,Male,17,A,59,,58,D
1045,Male,21,E,37,98,93,C
1046,Male,18,E,99,97,39,C
1047,Male,21,E,49,25,66,F
1048,Male,21,A,67,35,39,F
1049,Male,21,A,95,,64,D
1050,Female,19,A,51,83,68,D
1051,Female,19,A,74,92,42,D
1052,Male,17,B,39,43,32,F
1053,Male,21,C,57,41,46,F
1054,Female,19,D,99,74,31,D
1055,Female,21,E,30,26,92,F
1056,Female,21,D,51,94,,D
1057,Male,18,D,82,84,29,D
1058,Male,18,A,70,99,34,D
1059,Female,17,B,99,70,25,D
1060,Male,18,C,58,63,32,F
1061,Male,20,B,56,29,30,F
1062,Female,17,D,86,96,60,B
1063,Male,21,B,,60,53,D
1064,Male,20,D,64,42,71,F
1065,Female,17,E,62,52,44,F
1066,Female,20,E,77,56,42,F
1067,Male,17,E,75,29,,F
1068,Male,17,A,86,83,65,C
1069,Female,20,A,33,69,42,F
1070,Female,20,E,47,49,72,F
1071,Female,19,A,63,82,80,C
1072,Male,21,B,31,,56,F
1073,Female,17,D,78,61,73,C
1074,Female,17,B,62,98,82,B
1075,Male,18,C,61,79,72,C
1076,Male,19,A,47,26,84,F
1077,Male,19,C,92,31,87,C
1078,Male,17,E,95,37,52,D
1079,Male,19,D,73,98,33,D
1080,Female,21,A,59,93,29,D
1081,Male,17,B,97,71,,B
1082,Female,19,A,46,1,62,F
1083,Male,18,B,75,62,97,C
1084,Female,21,A,94,39,54,D
1085,Female,18,A,81,42,,F
1086,Female,19,B,42,70,56,F
1087,Female,17,C,37,70,37,F
1088,Female,19,C,50,,92,C
1089,Male,17,E,92,40,71,D
1090,Male,19,C,,75,81,D
1091,Female,18,A,81,,67,D
1092,Female,21,E,89,85,71,B
1093,Male,21,E,74,81,68,C
1094,Female,20,D,62,34,93,D
1095,Female,20,D,95,85,31,C
1096,Male,18,A,97,93,91,A
1097,Male,19,D,86,95,83,B
1098,Male,20,D,,39,26,F
1099,Female,19,A,93,50,65,D
1100,Male,17,E,31,74,14,F
1101,Female,21,A,29,57,26,F
1102,Male,19,D,69,100,89,B
1103,Male,17,B,39,76,68,D
1104,Male,19,D,71,,35,F
1105,Male,21,C,63,95,43,D
1106,Male,19,E,64,64,95,C
1107,Female,19,C,47,55,42,F
1108,Female,21,D,53,75,85,C
1109,Male,21,B,56,99,85,B
1110,Male,19,E,93,65,63,C
1111,Female,17,D,88,72,69,C
1112,Male,17,E,52,19,49,D
1113,Male,20,A,51,36,93,D
1114,Male,20,D,81,89,38,D
1115,Female,18,B,66,27,,D
1116,Male,20,C,61,47,95,D
1117,Female,19,A,57,48,83,D
1118,Male,18,B,70,39,75,D
1119,Female,19,B,54,48,31,F
1120,Female,17,B,76,44,31,F
1121,Female,17,E,100,29,84,C
1122,Male,18,C,,66,57,C
1123,Male,20,C,80,79,32,D
1124,Male,21,B,87,74,90,B
1125,Male,19,B,56,82,62,D
1126,Male,19,D,56,74,13,F
1127,Female,19,D,89,42,24,D
1128,Male,17,A,37,44,58,F
1129,Male,17,B,86,72,31,D
1130,Male,18,E,72,59,48,F
1131,Female,17,D,44,40,27,F
1132,Male,17,A,98,59,56,C
1133,Female,18,D,48,85,83,C
1134,Male,19,D,55,85,64,D
1135,Female,19,A,63,75,85,C
1136,Male,18,A,98,51,,C
1137,Female,21,B,28,86,76,D
1138,Male,20,A,51,30,76,F
1139,Male,20,A,69,63,55,D
1140,Male,17,B,99,28,93,C
1141,Male,21,C,48,48,95,D
1142,Female,20,E,67,36,33,F
1143,Female,18,D,70,38,43,F
1144,Female,21,B,25,65,,F
1145,Male,21,E,66,79,82,C
1146,Male,20,A,99,26,,D
1147,Female,19,B,80,80,65,C
1148,Female,18,C,88,39,70,D
1149,Female,21,C,70,90,78,C
1150,Male,17,E,63,82,,D
1151,Male,21,A,29,77,,F
1152,Female,18,A,85,27,96,D
1153,Male,20,D,42,25,86,F
1154,Male,21,C,50,50,48,F
1155,Female,21,B,,71,58,F
1156,Female,21,B,,96,36,F
1157,Male,19,E,26,69,54,F
1158,Female,18,C,53,47,63,F
1159,Female,19,A,82,52,74,D
1160,Male,18,D,62,40,76,F
1161,Male,19,D,40,52,91,D
1162,Female,19,B,71,,53,D
1163,Female,17,E,60,60,90,C
1164,Male,20,A,68,100,31,D
1165,Male,18,D,74,95,94,B
1166,Male,18,C,42,69,42,F
1167,Male,19,C,70,73,60,D
1168,Male,18,A,98,99,,C
1169,Female,17,C,22,48,90,D
1170,Female,19,B,81,27,78,D
1171,Female,19,A,,45,39,F
1172,Male,17,D,72,50,39,F
1173,Male,18,D,94,65,32,D
1174,Male,21,D,56,58,94,D
1175,Male,19,E,85,28,59,F
1176,Male,18,A,49,64,95,D
1177,Female,19,C,45,97,41,D
1178,Male,19,D,59,89,39,D
1179,Male,18,A,56,98,58,C
1180,Female,21,C,35,52,40,F
1181,Female,21,C,,63,65,D
1182,Male,17,C,85,40,62,D
1183,Female,17,E,51,27,60,F
1184,Male,20,C,80,78,49,D
1185,Female,18,D,62,35,55,F
1186,Female,19,B,46,86,68,D
1187,Male,20,B,74,,60,C
1188,Male,21,B,82,99,86,B
1189,Female,19,D,30,26,63,F
1190,Male,21,A,64,39,81,D
1191,Male,19,D,62,64,46,F
1192,Male,21,B,34,85,31,F
1193,Male,19,C,33,36,65,F
1194,Male,19,E,98,47,69,C
1195,Male,19,B,64,58,62,D
1196,Male,21,A,88,97,73,B
1197,Male,18,E,52,27,,F
1198,Female,19,C,72,88,70,C
1199,Female,20,D,52,73,92,C
1200,Female,21,D,93,49,65,D
1201,Male,17,B,94,51,95,B
1202,Female,21,C,100,63,,B
1203,Female,17,C,63,49,56,F
1204,Male,21,A,38,36,58,F
1205,Male,20,B,53,60,36,F
1206,Male,21,A,60,86,25,F
1207,Male,20,D,45,74,67,D
1208,Female,20,D,47,66,76,D
1209,Female,18,A,93,75,98,B
1210,Male,21,E,74,,98,B
1211,Female,21,D,87,78,,D
1212,Female,17,E,72,66,61,D
1213,Female,17,D,34,40,76,F
1214,Female,19,A,56,26,92,F
1215,Female,18,C,60,47,30,F
1216,Female,21,D,,100,59,C
1217,Female,21,C,64,33,100,D
1218,Female,18,C,88,5,48,D
1219,Male,18,E,48,26,,F
1220,Female,20,C,40,91,47,F
1221,Female,21,E,32,78,88,D
1222,Male,17,D,79,39,,F
1223,Female,20,A,,50,57,F
1224,Male,21,B,61,56,38,F
1225,Male,20,E,66,59,42,F
1226,Female,20,A,51,32,,F
1227,Female,17,A,28,58,100,D
1228,Male,18,D,94,59,,C
1229,Male,19,E,84,43,63,D
1230,Male,17,C,95,38,33,F
1231,Male,21,D,83,54,85,C
1232,Male,20,C,80,82,69,C
1233,Male,20,A,71,73,25,F
1234,Male,20,C,57,47,81,D
1235,Female,19,C,78,100,37,C
1236,Female,21,D,94,37,87,C
1237,Female,20,A,63,68,26,F
1238,Male,19,A,32,94,32,F
1239,Female,20,D,91,53,80,C
1240,Female,18,D,56,77,77,C
1241,Male,20,E,91,91,68,B
1242,Female,20,A,44,66,93,D
1243,Female,19,D,85,50,70,D
1244,Male,21,E,100,93,80,A
1245,Male,21,D,61,83,56,D
1246,Female,18,A,48,80,32,F
1247,Male,19,E,98,59,43,D
1248,Female,19,B,73,57,62,D
1249,Female,19,A,46,52,28,F
1250,Male,18,B,29,88,48,F
1251,Male,21,E,39,89,15,C
1252,Male,20,A,26,79,35,F
1253,Male,18,B,41,53,95,D
1254,Male,17,A,75,38,39,F
1255,Female,17,E,67,98,91,B
1256,Female,18,C,37,32,69,F
1257,Male,17,E,61,71,74,D
1258,Male,19,E,87,71,26,D
1259,Male,20,E,26,93,73,D
1260,Female,20,A,82,25,69,F
1261,Male,21,A,28,39,74,F
1262,Female,19,E,59,32,56,F
1263,Female,17,E,32,48,86,F
1264,Female,18,E,41,28,66,F
1265,Male,20,D,70,63,77,C
1266,Male,17,A,43,84,40,F
1267,Female,17,B,85,25,39,F
1268,Male,17,B,50,85,25,F
1269,Female,20,A,43,29,,F
1270,Female,18,C,86,45,27,F
1271,Female,18,C,44,88,49,D
1272,Female,20,A,48,84,36,F
1273,Female,20,A,49,50,33,F
1274,Female,19,B,58,60,37,F
1275,Male,20,C,78,52,88,C
1276,Male,17,A,44,46,45,F
1277,Male,18,C,26,80,77,D
1278,Female,18,C,45,73,28,F
1279,Male,19,B,27,72,38,F
1280,Male,17,D,39,86,56,D
1281,Female,20,B,64,61,95,C
1282,Male,20,A,,91,0,B
1283,Female,18,B,94,31,60,D
1284,Male,19,B,,29,37,F
1285,Male,21,D,96,62,25,D
1286,Female,19,C,43,99,72,C
1287,Female,20,E,91,88,53,C
1288,Female,19,E,31,92,87,C
1289,Female,18,E,72,72,61,D
1290,Male,19,C,38,54,51,F
1291,Male,17,A,62,96,26,D
1292,Male,21,B,97,65,68,C
1293,Female,20,E,42,64,25,F
1294,Male,17,A,28,84,57,F
1295,Female,18,B,43,38,51,F
1296,Male,21,A,85,88,,B
1297,Female,17,B,71,86,27,D
1298,Male,19,B,65,38,74,F
1299,Male,21,C,70,39,28,F
1300,Male,17,C,33,36,55,F
1301,Female,20,A,76,33,47,F
1302,Male,19,C,98,30,67,D
1303,Male,18,C,57,73,47,F
1304,Male,18,A,66,61,37,F
1305,Female,18,B,81,70,,B
1306,Male,19,A,52,,29,F
1307,Male,18,A,67,75,100,B
1308,Male,18,A,99,74,89,B
1309,Female,18,A,99,39,68,D
1310,Male,20,A,78,76,42,D
1311,Female,19,C,93,61,76,C
1312,Male,20,D,20,58,97,D
1313,Female,18,E,47,48,34,F
1314,Male,20,E,70,65,100,C
1315,Female,21,C,46,38,97,D
1316,Male,17,B,47,63,,F
1317,Male,19,B,69,,54,C
1318,Female,21,D,31,89,48,F
1319,Male,18,D,83,33,51,F
1320,Female,21,B,64,74,81,C
1321,Male,21,A,70,28,58,F
1322,Female,18,D,80,49,97,C
1323,Male,19,C,28,53,58,F
1324,Female,17,A,89,95,41,C
1325,Male,20,C,47,51,79,F
1326,Female,21,B,68,95,98,B
1327,Female,19,B,80,44,85,D
1328,Female,21,E,54,32,87,F
1329,Female,18,A,58,91,67,C
1330,Male,19,C,39,39,51,F
1331,Female,18,D,45,59,87,D
1332,Female,19,C,39,77,32,F
1333,Male,17,D,71,86,30,D
1334,Female,18,C,97,43,75,C
1335,Female,20,E,54,89,49,D
1336,Female,20,E,30,92,66,D
1337,Male,20,E,81,34,56,F
1338,Female,19,D,38,92,64,D
1339,Female,21,C,93,95,84,A
1340,Female,19,B,56,75,82,C
1341,Female,20,D,100,,40,C
1342,Female,20,E,95,29,54,F
1343,Female,18,E,43,82,,C
1344,Female,19,B,58,56,11,D
1345,Male,19,C,39,32,31,F
1346,Female,18,D,82,94,48,C
1347,Male,21,E,,75,77,C
1348,Male,18,A,96,29,45,F
1349,Male,18,D,49,29,52,F
1350,Male,18,D,70,79,98,B
1351,Male,19,E,95,70,60,C
1352,Female,17,D,29,32,57,F
1353,Male,17,E,94,98,76,B
1354,Female,21,C,61,53,25,F
1355,Female,18,B,45,69,49,F
1356,Female,20,C,51,26,81,F
1357,Female,17,C,76,47,55,F
1358,Female,18,C,80,56,96,C
1359,Female,19,E,,38,52,F
1360,Female,21,A,,50,85,F
1361,Male,19,E,65,44,33,F
1362,Female,18,D,80,51,44,F
1363,Male,19,D,35,37,26,F
1364,Female,20,B,62,36,31,F
1365,Male,20,D,53,,78,D
1366,Male,18,C,38,32,54,F
1367,Male,21,A,,31,47,F
1368,Male,18,D,81,52,47,D
1369,Female,18,C,53,73,33,F
1370,Male,19,D,62,39,81,D
1371,Female,19,D,63,62,44,F
1372,Female,21,D,70,67,47,D
1373,Male,21,B,89,74,80,B
1374,Male,17,D,77,50,94,C
1375,Male,18,E,82,74,32,D
1376,Female,20,C,92,46,93,C
1377,Female,21,D,68,28,32,F
1378,Male,20,E,38,34,64,F
1379,Male,20,C,74,40,89,D
1380,Male,20,B,82,83,86,B
1381,Male,20,A,88,43,39,F
1382,Male,18,A,91,55,56,D
1383,Male,21,B,71,36,68,F
1384,Female,19,D,97,62,26,D
1385,Male,17,C,,47,52,F
1386,Male,18,E,52,98,63,C
1387,Male,19,B,81,30,76,D
1388,Female,18,E,40,100,66,D
1389,Male,20,D,88,69,32,D
1390,Female,18,D,65,83,70,C
1391,Male,21,C,52,78,60,D
1392,Male,18,D,,40,65,F
1393,Male,17,A,60,59,100,C
1394,Female,20,C,66,59,94,C
1395,Male,20,E,61,88,,D
1396,Female,19,D,70,97,38,D
1397,Female,19,A,40,80,93,C
1398,Male,18,D,80,74,47,D
1399,Female,18,B,34,67,60,F
1400,Male,18,D,53,78,36,F
1401,Female,20,B,34,40,50,F
1402,Female,17,D,36,51,92,F
1403,Female,17,E,95,88,84,B
1404,Male,20,D,52,68,25,F
1405,Male,20,B,45,88,78,C
1406,Female,21,A,39,77,67,D
1407,Male,20,E,42,39,39,F
1408,Female,21,E,81,67,48,D
1409,Female,17,E,70,67,12,C
1410,Female,17,D,90,90,75,B
1411,Male,21,A,97,95,47,C
1412,Male,20,D,60,81,30,F
1413,Male,17,C,99,27,53,F
1414,Male,19,D,64,28,64,F
1415,Female,20,C,46,83,67,D
1416,Male,21,B,75,69,40,D
1417,Male,19,D,77,79,70,C
1418,Male,21,C,46,59,32,F
1419,Male,19,C,57,87,57,D
1420,Male,20,D,56,25,35,F
1421,Male,21,C,47,76,87,C
1422,Female,20,C,89,54,27,F
1423,Male,18,C,65,53,81,D
1424,Female,21,C,69,45,25,F
1425,Female,17,C,40,30,99,F
1426,Male,17,D,69,53,93,C
1427,Male,20,C,83,32,64,F
1428,Female,18,D,91,75,59,C
1429,Male,21,C,91,37,94,C
1430,Female,20,E,88,42,63,D
1431,Female,21,A,60,62,44,F
1432,Female,19,B,54,72,94,C
1433,Female,21,A,64,97,69,C
1434,Female,19,D,92,32,96,C
1435,Male,17,B,79,26,54,F
1436,Male,21,A,66,48,,F
1437,Male,20,D,97,97,49,B
1438,Male,18,B,52,81,46,F
1439,Male,21,B,79,28,69,F
1440,Female,21,A,35,32,55,F
1441,Female,18,B,34,86,86,D
1442,Female,21,B,82,29,30,F
1443,Female,17,A,91,45,63,D
1444,Male,21,D,66,51,42,F
1445,Female,21,D,27,51,66,F
1446,Male,19,C,65,81,76,C
1447,Female,18,B,39,61,48,F
1448,Female,21,E,93,36,94,C
1449,Male,19,E,77,37,30,F
1450,Female,21,E,59,34,90,D
1451,Male,17,A,45,45,50,F
1452,Male,19,E,25,64,,F
1453,Male,21,A,34,86,58,F
1454,Female,18,A,60,32,55,F
1455,Female,17,E,39,93,32,F
1456,Female,21,A,41,52,66,F
1457,Female,18,D,91,76,30,D
1458,Female,18,A,29,62,38,F
1459,Female,17,D,75,83,89,B
1460,Female,17,A,28,88,73,D
1461,Male,21,E,34,59,25,F
1462,Male,18,B,41,34,69,F
1463,Female,21,A,79,83,99,B
1464,Male,18,C,59,39,56,F
1465,Female,18,D,95,48,99,B
1466,Female,19,A,67,58,36,F
1467,Male,21,B,38,97,63,D
1468,Male,19,A,53,100,95,B
1469,Male,17,A,39,25,83,F
1470,Female,17,E,95,41,39,F
1471,Male,18,B,90,30,90,C
1472,Female,21,C,100,91,59,B
1473,Male,21,B,37,61,77,F
1474,Female,21,D,52,64,,D
1475,Female,21,D,61,51,85,D
1476,Female,20,D,49,69,43,F
1477,Male,18,C,57,61,65,D
1478,Male,21,C,57,100,25,D
1479,Female,21,E,30,54,25,F
1480,Male,18,A,,25,62,F
1481,Female,17,E,46,90,48,D
1482,Male,20,A,96,52,45,D
1483,Male,18,C,61,87,31,F
1484,Female,20,D,51,65,44,F
1485,Female,18,E,75,46,,F
1486,Male,21,D,90,53,49,D
1487,Male,20,D,32,66,33,F
1488,Male,20,C,56,,100,B
1489,Female,17,E,75,25,40,F
1490,Female,18,B,26,26,,F
1491,Male,17,E,37,84,28,F
1492,Male,19,A,67,84,45,D
1493,Female,17,E,52,67,50,F
1494,Male,19,C,91,65,35,D
1495,Female,20,B,80,90,82,B
1496,Female,19,A,61,74,98,C
1497,Male,18,B,90,68,30,D
1498,Female,21,B,99,62,93,B
1499,Male,19,E,56,44,,F
1500,Female,17,B,73,97,63,C
1501,Male,20,A,80,50,84,C
1502,Female,20,B,56,36,75,F
1503,Female,17,D,88,69,55,C
1504,Female,19,D,87,96,25,D
1505,Female,18,D,38,75,54,F
1506,Male,18,A,71,54,81,D
1507,Male,18,A,87,56,97,B
1508,Female,20,C,56,53,69,F
1509,Male,17,C,83,66,67,C
1510,Male,21,C,78,39,75,D
1511,Male,17,A,,82,83,D
1512,Female,17,D,31,41,69,F
1513,Male,20,D,94,80,26,D
1514,Male,21,A,36,94,66,D
1515,Male,19,A,71,43,,D
1516,Female,19,C,81,69,94,B
1517,Female,18,C,,70,56,F
1518,Female,20,D,27,70,93,D
1519,Female,19,C,61,83,,B
1520,Female,19,C,29,53,63,F
1521,Male,19,C,81,30,80,D
1522,Female,17,D,35,55,87,F
1523,Male,18,C,30,59,82,F
1524,Male,18,D,84,32,79,D
1525,Male,18,B,44,53,29,F
1526,Female,20,D,26,100,54,D
1527,Male,17,D,81,45,67,D
1528,Male,21,D,75,,83,B
1529,Male,20,A,34,67,49,F
1530,Female,21,A,55,92,83,C
1531,Female,17,E,26,51,39,F
1532,Male,17,C,43,56,64,F
1533,Female,21,B,69,54,60,D
1534,Female,21,A,35,91,78,D
1535,Male,17,A,86,47,76,D
1536,Female,18,D,40,48,16,F
1537,Female,21,B,47,86,64,D
1538,Male,17,D,58,82,75,C
1539,Male,19,B,78,55,91,C
1540,Female,18,A,41,87,,F
1541,Female,18,B,47,100,95,B
1542,Male,20,E,37,93,35,F
1543,Female,20,A,,54,41,F
1544,Male,17,A,82,32,85,D
1545,Female,17,E,59,96,87,B
1546,Female,18,C,95,71,96,B
1547,Male,21,C,53,45,36,F
1548,Female,19,D,75,80,,C
1549,Female,20,C,73,98,50,C
1550,Male,19,E,39,61,38,F
1551,Female,20,D,83,71,94,B
1552,Female,17,E,79,53,75,D
1553,Male,18,D,41,63,,F
1554,Female,20,D,78,46,38,F
1555,Female,17,B,15,78,67,D
1556,Female,20,D,96,73,,C
1557,Female,21,A,56,91,19,C
1558,Male,17,A,42,54,95,D
1559,Female,21,B,93,25,30,F
1560,Male,17,A,29,47,31,F
1561,Female,19,E,51,75,94,C
1562,Male,20,D,78,100,,B
1563,Female,21,D,58,55,82,D
1564,Male,17,B,59,46,36,F
1565,Male,17,C,31,90,94,C
1566,Female,20,D,87,92,28,D
1567,Male,17,B,87,76,50,C
1568,Female,20,E,59,26,66,F
1569,Female,19,C,54,47,56,F
1570,Male,18,E,,99,50,F
1571,Male,18,C,92,82,26,D
1572,Female,18,C,49,97,53,D
1573,Male,19,B,60,53,54,F
1574,Male,20,B,,93,40,D
1575,Male,21,D,57,94,56,D
1576,Female,21,B,63,91,59,C
1577,Male,19,D,55,60,64,F
1578,Female,17,A,77,46,45,F
1579,Male,20,A,41,61,30,F
1580,Female,19,B,70,48,61,F
1581,Female,21,A,46,77,26,F
1582,Male,19,B,79,,65,D
1583,Female,20,D,29,26,,F
1584,Female,20,D,41,,48,F
1585,Female,18,A,92,46,74,C
1586,Male,19,C,42,68,81,D
1587,Female,18,A,83,99,32,C
1588,Female,19,D,49,45,77,F
1589,Female,21,B,50,84,45,F
1590,Female,17,A,88,98,97,A
1591,Female,18,C,40,87,88,C
1592,Female,18,C,43,68,80,D
1593,Male,21,D,53,59,50,F
1594,Female,17,E,37,75,68,D
1595,Male,17,B,51,1,40,D
1596,Male,19,E,59,75,39,F
1597,Female,17,A,32,43,66,F
1598,Female,17,C,79,97,51,C
1599,Female,18,D,94,47,35,F
1600,Male,19,B,74,82,75,C
1601,Male,18,A,44,71,77,D
1602,Male,21,A,39,30,55,F
1603,Male,20,B,79,100,,C
1604,Male,20,B,40,,78,D
1605,Female,19,A,68,40,50,F
1606,Male,17,C,79,69,32,D
1607,Female,17,E,31,26,86,F
1608,Female,19,D,63,31,30,F
1609,Male,18,D,51,68,71,D
1610,Female,19,B,33,75,78,D
1611,Female,21,C,69,,50,F
1612,Male,19,D,75,81,66,C
1613,Female,17,E,65,89,68,C
1614,Male,17,A,,91,28,F
1615,Male,21,D,31,67,89,D
1616,Female,19,E,70,71,93,C
1617,Female,20,E,58,66,32,F
1618,Male,18,D,27,80,82,D
